transaction_id,transaction_date,product_id,product_name,product_category,unit_price,quantity,total_sales,store_id,store_location,customer_id,customer_age,customer_gender,payment_method,seasonal_factor,discount_applied,is_weekend,time_of_day
T7116900,2023-03-16 18:01:09.821098,P1221,Dress,Clothing,59.14,1,53.82,S20,Los Angeles,C63630,18,F,Debit Card,0.91,False,False,Evening
T2459544,2022-05-08 17:25:47.908077,P5339,Tablet,Electronics,1323.21,1,1336.44,S5,New York,C38301,46,M,Cash,1.01,False,True,Afternoon
T9444030,2023-02-10 14:28:53.548883,P5560,Fruits,Groceries,12.59,2,25.68,S19,Chicago,C44082,44,F,Credit Card,1.02,False,False,Afternoon
T9569129,2022-09-27 16:47:46.768687,P4510,Decor,Home Goods,138.26,2,301.41,S5,Chicago,C13903,35,F,Debit Card,1.09,False,False,Afternoon
T7986840,2022-10-17 12:51:34.950377,P2233,Lamp,Home Goods,395.35,1,383.49,S17,New York,C87270,37,F,Debit Card,0.97,False,False,Afternoon
T3459406,2022-10-06 10:38:35.819935,P5402,T-Shirt,Clothing,63.61,5,298.97,S10,Chicago,C26649,45,M,Credit Card,0.94,False,False,Morning
T3478062,2023-02-27 12:09:42.443417,P2669,Dress,Clothing,28.13,4,106.89,S11,Chicago,C41209,37,M,Credit Card,0.95,True,False,Afternoon
T8425424,2022-05-08 15:18:22.321032,P5155,Smartphone,Electronics,649.29,2,1220.67,S12,New York,C21186,44,F,Debit Card,0.94,False,True,Afternoon
T6452424,2022-07-26 16:21:05.774238,P2740,Milk,Groceries,6.91,5,33.17,S8,Los Angeles,C86160,32,M,Credit Card,0.96,False,False,Afternoon
T7813299,2023-06-01 08:17:22.995760,P7473,Milk,Groceries,14.29,3,48.44,S10,Houston,C18611,48,M,Mobile Pay,1.13,False,False,Morning
T2991122,2022-10-10 17:50:23.692453,P2429,Smartphone,Electronics,397.08,2,817.98,S18,Chicago,C62378,38,M,Credit Card,1.03,False,False,Afternoon
T2062852,2022-08-19 15:55:02.534328,P7196,Tablet,Electronics,1412.17,1,1525.14,S15,Houston,C95040,36,M,Cash,1.08,False,False,Afternoon
T7811097,2022-09-24 15:39:58.796546,P2006,Vegetables,Groceries,2.05,5,10.04,S6,Los Angeles,C35862,22,F,Credit Card,0.98,False,True,Afternoon
T1076007,2023-12-11 10:51:34.769836,P5406,Decor,Home Goods,288.35,2,813.15,S7,Chicago,C30326,37,M,Credit Card,1.41,True,False,Morning
T5587122,2022-07-25 11:14:06.328035,P3423,Tablet,Electronics,317.47,1,317.47,S6,Los Angeles,C22945,26,M,Cash,1.0,False,False,Morning
T4217853,2023-11-25 12:28:43.841707,P9408,Bread,Groceries,14.54,1,24.57,S3,Miami,C13703,28,F,Cash,1.69,False,True,Afternoon
T6484940,2022-06-10 14:28:42.119856,P1241,Tablet,Electronics,557.33,1,484.88,S17,Los Angeles,C40821,26,F,Credit Card,0.87,False,False,Afternoon
T8155309,2023-08-26 12:31:20.519842,P4305,Headphones,Electronics,539.7,2,1003.84,S10,Los Angeles,C18577,24,M,Debit Card,0.93,False,True,Afternoon
T5382073,2023-03-16 11:38:34.470974,P8311,Milk,Groceries,13.51,4,51.34,S3,Chicago,C44140,56,F,Cash,0.95,False,False,Morning
T3361259,2023-01-07 13:15:17.163151,P3410,Decor,Home Goods,473.61,1,454.67,S2,Houston,C80700,48,M,Credit Card,0.96,False,True,Afternoon
T9593658,2022-09-03 16:23:34.567689,P5974,Decor,Home Goods,453.12,1,475.78,S12,Houston,C25531,54,M,Debit Card,1.05,False,True,Afternoon
T5921380,2022-08-26 16:36:25.941221,P4202,Lamp,Home Goods,325.66,1,328.92,S4,Chicago,C52237,22,M,Credit Card,1.01,True,False,Afternoon
T5878596,2023-07-29 13:23:17.020638,P7324,T-Shirt,Clothing,44.25,5,263.29,S3,Houston,C23168,35,M,Credit Card,1.19,True,True,Afternoon
T7418178,2023-03-28 10:20:35.530828,P8694,Laptop,Electronics,733.75,1,770.44,S3,Los Angeles,C75294,22,F,Debit Card,1.05,False,False,Morning
T6076400,2023-10-03 17:00:41.511363,P1006,Dress,Clothing,193.2,1,179.68,S13,Miami,C69120,28,F,Credit Card,0.93,False,False,Afternoon
T2773585,2022-07-23 16:28:51.483664,P7177,Lamp,Home Goods,150.97,5,732.2,S15,Miami,C92943,25,M,Credit Card,0.97,False,True,Afternoon
T2963284,2022-10-31 13:52:02.340477,P3356,Vegetables,Groceries,6.39,3,19.17,S12,Chicago,C42343,47,F,Cash,1.0,False,False,Afternoon
T5560942,2023-02-02 17:21:50.008580,P1800,T-Shirt,Clothing,63.19,1,62.56,S8,Miami,C71087,31,M,Credit Card,0.99,False,False,Afternoon
T5937075,2022-11-15 16:55:33.874122,P2458,Dress,Clothing,67.05,4,388.89,S9,Los Angeles,C56633,45,M,Cash,1.45,False,False,Afternoon
T6537976,2023-09-15 09:44:09.809092,P6277,Vegetables,Groceries,5.94,2,11.64,S6,Miami,C78531,41,M,Credit Card,0.98,False,False,Morning
T6178753,2022-12-09 10:15:00.336531,P4320,Laptop,Electronics,308.0,1,449.68,S12,Miami,C99538,58,F,Debit Card,1.46,False,False,Morning
T3483526,2023-11-25 11:55:05.331388,P3322,Fruits,Groceries,6.73,5,47.78,S11,Chicago,C39698,20,F,Credit Card,1.42,False,True,Morning
T8335333,2022-11-22 16:09:09.356979,P7077,Jacket,Clothing,80.97,5,607.28,S7,Chicago,C88245,47,F,Debit Card,1.5,True,False,Afternoon
T6652000,2022-09-27 11:41:18.805996,P9233,Jeans,Clothing,127.02,3,403.92,S5,Miami,C44559,46,F,Debit Card,1.06,False,False,Morning
T5642499,2023-04-04 13:50:12.733301,P2989,Vegetables,Groceries,9.03,4,37.56,S15,Miami,C36787,25,M,Debit Card,1.04,False,False,Afternoon
T3665708,2022-10-21 13:46:53.857909,P2166,Eggs,Groceries,13.77,1,13.22,S12,Chicago,C50635,45,M,Debit Card,0.96,False,False,Afternoon
T7052027,2023-03-01 09:49:11.839817,P9103,Lamp,Home Goods,253.56,4,1085.24,S9,New York,C50532,38,F,Credit Card,1.07,True,False,Morning
T1331072,2022-08-25 16:48:41.729763,P4294,Bread,Groceries,11.42,4,47.96,S12,Chicago,C70539,32,F,Credit Card,1.05,False,False,Afternoon
T9195699,2023-01-10 14:04:04.864379,P6250,Chair,Home Goods,44.0,4,186.56,S3,New York,C86385,26,M,Credit Card,1.06,False,False,Afternoon
T7847437,2022-10-26 15:49:33.304620,P2680,Milk,Groceries,8.24,3,22.25,S12,New York,C45644,27,M,Credit Card,0.9,True,False,Afternoon
T2477079,2022-12-01 13:10:21.853930,P4450,Fruits,Groceries,1.44,2,4.44,S20,New York,C10573,55,F,Credit Card,1.54,True,False,Afternoon
T1919627,2022-03-28 15:02:49.938152,P6692,Smartphone,Electronics,525.39,1,541.15,S12,Chicago,C26586,35,M,Credit Card,1.03,False,False,Afternoon
T5915025,2023-01-29 11:27:11.265074,P6133,Sneakers,Clothing,20.16,5,109.87,S13,Miami,C47119,42,F,Credit Card,1.09,False,True,Morning
T6159644,2023-09-14 17:05:12.955001,P7789,Bread,Groceries,3.74,2,7.93,S11,New York,C84806,27,F,Cash,1.06,False,False,Afternoon
T1822675,2023-11-24 13:45:52.135344,P7645,Laptop,Electronics,1208.78,1,1668.12,S9,Chicago,C86238,27,M,Credit Card,1.38,False,False,Afternoon
T4262367,2022-07-29 15:40:45.423344,P4340,Bread,Groceries,9.27,3,32.54,S10,Los Angeles,C92638,45,F,Credit Card,1.17,True,False,Afternoon
T7424095,2023-04-11 17:07:07.599965,P1276,Jeans,Clothing,168.91,1,173.98,S14,Los Angeles,C84576,21,M,Credit Card,1.03,False,False,Afternoon
T1457567,2023-05-13 16:04:15.759831,P9913,Smartwatch,Electronics,1400.06,1,1442.06,S2,Los Angeles,C40872,30,F,Cash,1.03,False,True,Afternoon
T6970645,2022-03-02 10:31:00.099647,P8368,Fruits,Groceries,14.96,4,64.63,S20,Chicago,C41427,35,M,Debit Card,1.08,False,False,Morning
T8572517,2022-04-23 15:12:02.317181,P4028,Dress,Clothing,136.98,1,139.72,S17,Houston,C42638,36,M,Debit Card,1.02,False,True,Afternoon
T3414090,2023-09-07 13:52:14.235134,P1943,Fruits,Groceries,3.28,1,3.38,S8,New York,C72244,33,F,Debit Card,1.03,False,False,Afternoon
T7127322,2022-06-14 16:45:06.449725,P8852,Eggs,Groceries,5.49,5,22.51,S5,Miami,C59323,38,F,Debit Card,0.82,False,False,Afternoon
T4693988,2022-03-21 08:01:55.222412,P4490,Bread,Groceries,9.07,1,8.16,S17,Los Angeles,C68280,41,F,Credit Card,0.9,False,False,Morning
T7529752,2022-05-24 16:11:53.626940,P7409,Chair,Home Goods,475.06,1,489.31,S17,Miami,C85344,42,F,Debit Card,1.03,False,False,Afternoon
T2877427,2023-04-17 19:15:33.144642,P6966,Smartwatch,Electronics,546.36,1,529.97,S10,Chicago,C50393,25,M,Debit Card,0.97,True,False,Evening
T8822168,2022-07-02 14:31:46.686278,P1228,Milk,Groceries,7.25,1,6.89,S7,Los Angeles,C32290,32,F,Credit Card,0.95,False,True,Afternoon
T9885504,2023-03-26 10:04:32.685621,P4950,Fruits,Groceries,5.59,5,25.43,S19,New York,C13414,46,M,Mobile Pay,0.91,False,True,Morning
T2133621,2022-05-08 13:11:23.098346,P1897,Headphones,Electronics,248.16,1,235.75,S5,Miami,C69491,43,F,Credit Card,0.95,False,True,Afternoon
T1935797,2022-12-08 15:52:40.898514,P9091,Eggs,Groceries,14.91,1,19.23,S20,Houston,C95882,21,M,Debit Card,1.29,False,False,Afternoon
T3923989,2023-05-06 13:44:23.096093,P2934,Laptop,Electronics,321.71,1,315.28,S6,Houston,C47443,38,F,Credit Card,0.98,False,True,Afternoon
T6879701,2022-11-27 11:54:56.232972,P7516,Headphones,Electronics,488.15,2,1376.58,S6,New York,C86028,18,F,Mobile Pay,1.41,True,True,Morning
T5982657,2022-09-17 15:42:43.167632,P2230,Eggs,Groceries,12.83,1,13.09,S10,Houston,C57773,35,M,Cash,1.02,False,True,Afternoon
T9523692,2023-08-20 17:27:52.459372,P6798,Fruits,Groceries,11.65,2,21.9,S18,Houston,C50859,53,M,Mobile Pay,0.94,False,True,Afternoon
T2973193,2022-10-12 14:28:40.799079,P7665,Sneakers,Clothing,81.25,3,253.5,S12,New York,C61945,25,M,Credit Card,1.04,False,False,Afternoon
T1088005,2022-07-01 15:38:26.176624,P6128,Vegetables,Groceries,5.43,3,18.73,S20,Los Angeles,C53434,26,F,Credit Card,1.15,True,False,Afternoon
T1790368,2022-09-09 17:00:44.633296,P5905,Jeans,Clothing,93.58,4,408.01,S13,Houston,C10881,42,M,Debit Card,1.09,False,False,Afternoon
T6540504,2022-10-06 16:14:57.922269,P1000,Jeans,Clothing,92.09,1,95.77,S6,New York,C93807,19,F,Debit Card,1.04,True,False,Afternoon
T7413170,2023-01-26 13:33:16.823503,P3202,Laptop,Electronics,203.1,2,410.26,S16,Houston,C41913,28,M,Credit Card,1.01,True,False,Afternoon
T2636535,2022-03-02 12:56:07.249962,P3155,Eggs,Groceries,8.16,3,24.97,S20,Chicago,C46149,40,M,Credit Card,1.02,False,False,Afternoon
T5920643,2022-06-25 18:38:05.488703,P2090,Smartwatch,Electronics,538.41,2,1292.18,S14,Miami,C55540,28,F,Credit Card,1.2,False,True,Evening
T6397117,2023-04-05 14:48:35.590118,P2297,Sneakers,Clothing,146.78,2,273.01,S5,New York,C84886,32,F,Debit Card,0.93,False,False,Afternoon
T2334796,2023-06-17 18:42:02.227071,P5704,Smartphone,Electronics,795.16,1,819.01,S20,Houston,C41302,42,M,Credit Card,1.03,False,True,Evening
T6406072,2023-02-05 08:33:33.409738,P7381,Decor,Home Goods,252.49,1,275.21,S4,Miami,C95774,39,M,Credit Card,1.09,True,True,Morning
T5391018,2023-09-02 20:47:35.968002,P5765,Eggs,Groceries,1.86,3,5.69,S12,Miami,C45723,37,F,Credit Card,1.02,False,True,Evening
T4136787,2023-06-05 10:17:57.251761,P9934,Headphones,Electronics,328.07,1,380.56,S14,Chicago,C45577,31,F,Debit Card,1.16,False,False,Morning
T6613564,2022-04-14 16:49:00.035774,P2979,Vegetables,Groceries,7.2,3,20.95,S20,New York,C85204,38,M,Credit Card,0.97,False,False,Afternoon
T1497111,2023-08-31 15:53:51.738188,P7585,Jacket,Clothing,196.56,4,888.45,S3,Houston,C86934,33,M,Credit Card,1.13,False,False,Afternoon
T6254083,2023-07-07 13:48:46.299166,P6898,T-Shirt,Clothing,46.79,5,212.89,S19,Chicago,C80529,39,M,Mobile Pay,0.91,False,False,Afternoon
T2852527,2022-02-19 19:06:14.964763,P7137,T-Shirt,Clothing,121.75,5,620.92,S13,Miami,C98187,30,M,Debit Card,1.02,True,True,Evening
T1180678,2023-06-21 11:27:09.858173,P3780,Smartphone,Electronics,496.26,1,501.22,S8,Chicago,C20086,33,M,Debit Card,1.01,True,False,Morning
T2840092,2023-10-26 18:58:27.567229,P6477,Smartwatch,Electronics,1167.92,1,1284.71,S16,Los Angeles,C44199,25,M,Debit Card,1.1,False,False,Evening
T9588514,2022-05-07 13:40:54.629942,P5400,Decor,Home Goods,186.12,4,699.81,S19,New York,C41816,34,F,Debit Card,0.94,False,True,Afternoon
T2466434,2023-05-13 19:16:51.918072,P2965,Vegetables,Groceries,7.97,1,7.33,S8,Los Angeles,C72030,26,F,Debit Card,0.92,False,True,Evening
T2648950,2023-10-29 12:13:35.263123,P3368,Headphones,Electronics,429.18,1,442.06,S16,Miami,C73590,23,F,Debit Card,1.03,False,True,Afternoon
T9601209,2022-11-26 18:25:35.965266,P2123,Jeans,Clothing,152.95,4,1015.59,S7,Los Angeles,C32633,37,M,Debit Card,1.66,False,True,Evening
T5013490,2023-05-17 11:04:29.260674,P6211,Bread,Groceries,3.53,1,3.39,S4,Miami,C74331,37,F,Debit Card,0.96,False,False,Morning
T3369465,2022-08-26 18:06:14.536905,P6582,Dress,Clothing,123.43,4,414.72,S20,Miami,C12235,42,F,Credit Card,0.84,False,False,Evening
T2605210,2023-09-29 12:32:57.669692,P4908,Laptop,Electronics,412.24,1,375.14,S16,Houston,C98600,30,F,Credit Card,0.91,True,False,Afternoon
T3861633,2023-07-15 18:39:26.901332,P6441,Laptop,Electronics,1481.75,3,5067.58,S3,Houston,C39259,39,F,Credit Card,1.14,False,True,Evening
T3616534,2023-06-03 15:33:12.153213,P8970,Tablet,Electronics,801.17,2,1313.92,S20,Houston,C82487,40,M,Credit Card,0.82,False,True,Afternoon
T1730759,2023-03-08 13:36:14.708488,P9423,Laptop,Electronics,192.48,4,839.21,S5,New York,C27395,39,M,Credit Card,1.09,True,False,Afternoon
T3145289,2023-06-01 17:53:23.277063,P2904,Fruits,Groceries,7.06,3,22.66,S8,Chicago,C15744,26,M,Debit Card,1.07,False,False,Afternoon
T6473120,2022-02-24 11:06:09.133186,P1443,Headphones,Electronics,1393.62,1,1505.11,S19,Los Angeles,C83848,36,F,Credit Card,1.08,False,False,Morning
T5664160,2023-11-15 18:30:38.555592,P8195,Eggs,Groceries,8.12,5,71.46,S5,Chicago,C48632,38,M,Credit Card,1.76,False,False,Evening
T8512305,2023-02-25 18:11:31.415961,P6910,Smartphone,Electronics,504.38,1,539.69,S14,Los Angeles,C84580,35,F,Credit Card,1.07,False,True,Evening
T7091887,2022-09-11 10:16:49.965272,P8946,Eggs,Groceries,2.41,3,6.94,S10,Miami,C18941,18,F,Debit Card,0.96,False,True,Morning
T5999459,2023-12-20 10:23:11.726406,P7208,Bread,Groceries,5.44,5,44.88,S11,New York,C83434,36,F,Debit Card,1.65,False,False,Morning
T4754904,2022-11-29 10:16:54.888065,P8157,Smartphone,Electronics,765.92,1,988.04,S20,Miami,C75437,57,F,Credit Card,1.29,False,False,Morning
T7074179,2023-08-23 18:14:10.522538,P5118,Fruits,Groceries,7.79,2,17.14,S5,Los Angeles,C43736,31,F,Credit Card,1.1,False,False,Evening
T5831367,2022-10-15 15:48:24.959435,P8779,Lamp,Home Goods,363.96,2,757.04,S5,Los Angeles,C40091,27,M,Mobile Pay,1.04,False,True,Afternoon
T1871707,2023-09-12 17:58:03.010548,P8038,Tablet,Electronics,516.53,1,516.53,S8,Los Angeles,C40767,38,F,Debit Card,1.0,False,False,Afternoon
T1010788,2022-12-20 18:42:06.101911,P9699,Fruits,Groceries,14.13,2,37.87,S11,Miami,C34797,38,M,Mobile Pay,1.34,False,False,Evening
T2469840,2022-01-15 17:23:51.639265,P9641,Sneakers,Clothing,180.12,2,392.66,S20,Chicago,C58438,46,M,Cash,1.09,False,True,Afternoon
T2565806,2023-08-26 09:13:47.947523,P9646,Vegetables,Groceries,8.33,5,42.9,S4,New York,C88858,22,F,Debit Card,1.03,False,True,Morning
T6354606,2023-09-01 12:35:45.514579,P6560,Smartwatch,Electronics,429.21,1,442.09,S7,Chicago,C35620,42,M,Credit Card,1.03,False,False,Afternoon
T4619017,2022-03-16 17:45:27.242814,P4035,Smartwatch,Electronics,722.74,1,686.6,S10,Los Angeles,C46310,40,F,Debit Card,0.95,False,False,Afternoon
T5922270,2023-08-23 10:55:49.709830,P4725,Smartphone,Electronics,895.02,3,2631.36,S1,Miami,C95895,33,M,Debit Card,0.98,True,False,Morning
T9152715,2023-04-12 19:19:32.943402,P2946,Jeans,Clothing,71.57,4,286.28,S5,New York,C31891,38,F,Credit Card,1.0,False,False,Evening
T6088330,2022-08-25 17:23:53.405451,P2826,Vegetables,Groceries,14.19,4,66.41,S19,Miami,C96382,45,M,Credit Card,1.17,False,False,Afternoon
T2293403,2023-08-04 14:04:12.014474,P6827,Eggs,Groceries,5.07,5,23.83,S5,Miami,C37591,43,M,Credit Card,0.94,False,False,Afternoon
T9973521,2023-06-12 17:31:01.584839,P1791,Dress,Clothing,34.75,4,130.66,S2,Chicago,C46181,23,F,Credit Card,0.94,False,False,Afternoon
T7525711,2022-12-20 19:34:31.269290,P3254,Laptop,Electronics,753.48,1,956.92,S11,Houston,C58220,43,M,Credit Card,1.27,False,False,Evening
T5012357,2022-06-22 15:18:51.160239,P8778,Lamp,Home Goods,123.49,4,543.36,S8,Miami,C45406,34,F,Cash,1.1,False,False,Afternoon
T7516378,2022-06-13 17:40:13.781310,P4717,Milk,Groceries,11.43,5,52.01,S2,Los Angeles,C24045,35,F,Credit Card,0.91,False,False,Afternoon
T3337843,2022-01-09 11:34:34.246886,P9540,Tablet,Electronics,371.17,2,809.15,S2,Los Angeles,C21328,35,M,Credit Card,1.09,False,True,Morning
T3926160,2022-07-07 09:45:16.137738,P6741,Jeans,Clothing,96.52,3,234.54,S6,Los Angeles,C85465,33,F,Credit Card,0.81,False,False,Morning
T2547571,2022-02-28 14:54:10.249826,P5864,Cookware,Home Goods,181.6,3,544.8,S12,Chicago,C88009,46,M,Mobile Pay,1.0,False,False,Afternoon
T5288886,2023-09-27 10:13:33.170909,P8159,Jeans,Clothing,80.67,3,225.07,S14,Houston,C60328,34,M,Debit Card,0.93,False,False,Morning
T1199105,2023-07-17 10:59:24.221601,P5546,Tablet,Electronics,1376.12,1,1142.18,S12,Chicago,C31774,23,M,Debit Card,0.83,False,False,Morning
T7144166,2023-01-25 16:13:56.127946,P5734,Laptop,Electronics,1068.92,1,1133.06,S20,Houston,C79782,31,F,Credit Card,1.06,False,False,Afternoon
T9582833,2022-02-19 16:29:04.541636,P8959,Tablet,Electronics,216.35,4,787.51,S8,New York,C24224,36,M,Credit Card,0.91,False,True,Afternoon
T2542236,2022-05-06 09:00:53.069313,P2570,Tablet,Electronics,1284.22,1,1386.96,S11,Chicago,C34059,47,M,Credit Card,1.08,False,False,Morning
T2020147,2023-08-31 09:24:39.110042,P9596,Smartphone,Electronics,1047.23,1,1193.84,S14,Miami,C13506,41,F,Debit Card,1.14,False,False,Morning
T4764885,2022-04-29 12:53:54.331615,P7998,Dress,Clothing,112.55,3,364.66,S9,Chicago,C44460,26,F,Debit Card,1.08,False,False,Afternoon
T3718305,2022-11-13 17:23:00.944660,P1947,Fruits,Groceries,9.04,4,49.18,S10,Los Angeles,C60409,59,M,Debit Card,1.36,False,True,Afternoon
T8602159,2023-06-15 17:20:51.304188,P9560,Dress,Clothing,123.26,4,567.0,S14,Houston,C33764,37,M,Debit Card,1.15,False,False,Afternoon
T5387900,2022-09-25 13:03:07.995222,P7113,Milk,Groceries,5.67,1,5.73,S4,New York,C88964,47,M,Cash,1.01,False,True,Afternoon
T8366950,2022-06-19 12:51:15.372506,P2728,Tablet,Electronics,159.55,5,837.64,S1,New York,C29253,33,M,Debit Card,1.05,True,True,Afternoon
T8589950,2022-06-08 15:55:51.150164,P1910,Fruits,Groceries,3.67,1,4.11,S12,Los Angeles,C33741,40,F,Credit Card,1.12,False,False,Afternoon
T2817810,2022-07-05 13:50:43.323784,P8903,Fruits,Groceries,2.07,1,1.72,S6,Miami,C96049,43,M,Credit Card,0.83,False,False,Afternoon
T9796467,2022-12-01 08:06:10.731510,P5360,Bread,Groceries,5.93,3,27.04,S2,New York,C21979,47,M,Credit Card,1.52,True,False,Morning
T7914028,2022-02-07 17:50:25.118243,P8518,Milk,Groceries,11.51,4,41.9,S19,New York,C82337,45,F,Credit Card,0.91,False,False,Afternoon
T8506652,2022-04-24 10:16:42.983447,P6653,Bread,Groceries,7.66,1,8.35,S20,Los Angeles,C74269,43,F,Credit Card,1.09,False,True,Morning
T8896174,2022-09-28 20:43:21.244002,P5785,Lamp,Home Goods,40.7,4,167.68,S2,New York,C87909,31,F,Debit Card,1.03,False,False,Evening
T2197005,2022-07-11 09:45:15.774804,P9915,Smartwatch,Electronics,401.58,1,429.69,S1,Houston,C22288,29,M,Credit Card,1.07,False,False,Morning
T3356657,2023-05-05 15:50:12.874624,P3169,Tablet,Electronics,141.68,4,515.72,S4,Los Angeles,C61873,38,F,Debit Card,0.91,True,False,Afternoon
T2143584,2022-12-26 18:37:46.963522,P7206,Smartwatch,Electronics,142.71,1,244.03,S19,Los Angeles,C45207,44,F,Debit Card,1.71,True,False,Evening
T2843537,2023-01-12 17:44:08.564134,P5613,Tablet,Electronics,1382.25,1,1382.25,S20,Chicago,C20401,32,M,Credit Card,1.0,False,False,Afternoon
T7394370,2022-12-15 11:59:06.201324,P5215,Fruits,Groceries,4.21,2,12.97,S5,Miami,C53169,45,M,Debit Card,1.54,False,False,Morning
T3616132,2023-05-26 20:50:16.397231,P6353,Jacket,Clothing,97.52,1,88.74,S9,Chicago,C87996,49,M,Credit Card,0.91,False,False,Evening
T5418691,2022-05-18 13:21:32.943702,P9599,Jeans,Clothing,123.79,2,267.39,S2,Chicago,C71158,25,F,Cash,1.08,True,False,Afternoon
T7288085,2023-09-12 15:00:57.173240,P3939,Chair,Home Goods,137.11,3,423.67,S8,New York,C96437,26,M,Credit Card,1.03,True,False,Afternoon
T3593279,2022-12-26 20:59:00.108638,P1272,Sneakers,Clothing,96.89,1,165.68,S13,New York,C37047,33,M,Debit Card,1.71,False,False,Evening
T8755074,2023-07-20 11:46:12.368827,P5588,Milk,Groceries,4.29,5,20.81,S10,Miami,C31917,38,F,Credit Card,0.97,False,False,Morning
T1524953,2022-10-29 17:35:46.788864,P7335,Laptop,Electronics,960.92,1,1028.18,S14,Houston,C68866,29,M,Debit Card,1.07,False,True,Afternoon
T2175582,2022-04-15 16:11:26.854977,P1680,Milk,Groceries,9.86,5,52.75,S9,Houston,C26123,48,M,Mobile Pay,1.07,False,False,Afternoon
T5440740,2022-06-14 16:04:12.782965,P5991,Smartwatch,Electronics,558.7,1,631.33,S14,Chicago,C71312,39,F,Credit Card,1.13,False,False,Afternoon
T8811303,2023-03-07 16:24:20.858580,P9224,Chair,Home Goods,350.18,3,1040.03,S19,Los Angeles,C93310,35,M,Cash,0.99,False,False,Afternoon
T6375640,2022-04-13 18:58:18.882945,P5211,Bread,Groceries,3.04,2,6.44,S18,Chicago,C26789,20,M,Credit Card,1.06,False,False,Evening
T5616034,2023-07-30 14:24:20.609690,P1960,Sneakers,Clothing,157.53,3,562.38,S7,New York,C13658,21,M,Credit Card,1.19,False,True,Afternoon
T7024756,2023-12-07 13:57:41.411522,P4297,Headphones,Electronics,427.15,1,704.8,S18,Miami,C32570,37,F,Mobile Pay,1.65,False,False,Afternoon
T9635151,2023-04-01 12:34:14.135009,P3652,Laptop,Electronics,527.92,3,1647.11,S5,Miami,C88468,18,M,Mobile Pay,1.04,False,True,Afternoon
T1088872,2022-03-04 19:19:32.591378,P4622,Eggs,Groceries,11.79,3,33.96,S20,Miami,C10094,45,M,Credit Card,0.96,False,False,Evening
T9083617,2022-01-18 19:38:21.584960,P1131,Tablet,Electronics,994.36,1,1014.25,S4,Chicago,C21684,33,F,Credit Card,1.02,False,False,Evening
T5585659,2023-09-30 11:22:46.981177,P3628,Vegetables,Groceries,2.51,4,10.74,S18,New York,C24831,67,M,Credit Card,1.07,False,True,Morning
T8524391,2022-10-04 16:02:20.083411,P6968,Jacket,Clothing,77.51,5,410.8,S1,Chicago,C67563,58,F,Cash,1.06,False,False,Afternoon
T2551513,2023-02-17 20:40:37.072907,P2017,Bread,Groceries,2.69,3,7.34,S1,Miami,C44708,33,F,Credit Card,0.91,False,False,Evening
T3450076,2023-06-21 10:02:07.076262,P8314,Tablet,Electronics,415.4,2,888.96,S14,Los Angeles,C82562,33,F,Credit Card,1.07,False,False,Morning
T7999142,2022-04-07 12:07:40.249759,P4708,Bread,Groceries,6.36,2,13.86,S4,New York,C50553,44,F,Credit Card,1.09,False,False,Afternoon
T2315215,2022-04-24 14:36:24.601529,P5527,Fruits,Groceries,5.76,5,28.8,S4,Chicago,C34372,52,F,Credit Card,1.0,False,True,Afternoon
T7399903,2023-04-20 11:41:32.842355,P2835,Chair,Home Goods,304.12,1,298.04,S10,Los Angeles,C76350,18,M,Debit Card,0.98,False,False,Morning
T6211639,2023-01-05 18:55:45.463164,P1837,Fruits,Groceries,7.96,2,16.56,S12,Miami,C47275,18,F,Debit Card,1.04,False,False,Evening
T3716817,2023-01-05 14:15:46.565549,P6000,Vegetables,Groceries,5.1,3,14.23,S11,Miami,C70063,28,F,Cash,0.93,False,False,Afternoon
T5950912,2023-05-27 16:48:49.007667,P1432,Vegetables,Groceries,8.6,2,18.75,S9,Los Angeles,C26006,40,M,Credit Card,1.09,False,True,Afternoon
T6397618,2022-03-26 11:19:33.924984,P5583,Vegetables,Groceries,6.59,1,6.92,S12,Los Angeles,C84169,39,M,Debit Card,1.05,False,True,Morning
T3964973,2023-07-20 10:46:02.579344,P4521,Sneakers,Clothing,116.08,4,543.25,S8,Miami,C54355,45,M,Cash,1.17,False,False,Morning
T6614911,2022-01-16 17:41:23.176876,P4003,Lamp,Home Goods,35.61,2,73.36,S12,Houston,C37019,23,F,Credit Card,1.03,False,True,Afternoon
T9212388,2022-08-26 14:40:28.327868,P1523,Bread,Groceries,2.48,3,6.4,S4,Los Angeles,C22448,18,F,Debit Card,0.86,False,False,Afternoon
T3383525,2023-07-20 20:56:08.694919,P5816,Tablet,Electronics,591.48,1,632.88,S19,Los Angeles,C26296,43,M,Credit Card,1.07,False,False,Evening
T2148214,2022-01-27 15:27:16.351335,P4784,Eggs,Groceries,4.08,4,17.63,S11,Miami,C38278,26,F,Credit Card,1.08,False,False,Afternoon
T5674224,2023-02-06 10:27:24.110049,P9823,Vegetables,Groceries,10.53,1,11.37,S6,Chicago,C66782,18,F,Credit Card,1.08,False,False,Morning
T1003309,2022-07-07 17:13:13.674366,P3313,Eggs,Groceries,3.79,2,8.64,S18,Houston,C96630,36,F,Debit Card,1.14,False,False,Afternoon
T6276284,2023-04-04 18:41:21.028242,P4641,Fruits,Groceries,8.82,2,18.17,S13,Houston,C27926,42,M,Credit Card,1.03,False,False,Evening
